Id,Label,type,difficulty,modularity_class,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,clustering,triangles,eigencentrality
Concatenated Words,Concatenated Words,Problem,Hard,42,0,6,6,5,0.45,0.471807,5599.599523,0,0,0,0.03499
Minimum Sum of Mountain Triplets II,Minimum Sum of Mountain Triplets II,Problem,Medium,73,0,1,1,6,0.361587,0.403444,0,0,0,0,0.016616
Happy Number,Happy Number,Problem,Easy,76,0,3,3,6,0.322663,0.362736,830.999461,0,0,0,0.013102
Harshad Number,Harshad Number,Problem,Easy,76,0,1,1,6,0.276229,0.297723,0,0,0,0,0.004786
Find Longest Awesome Substring,Find Longest Awesome Substring,Problem,Hard,43,0,3,3,6,0.322604,0.362632,731.975642,0,0,0,0.014722
Find Closest Person,Find Closest Person,Problem,Easy,76,0,1,1,6,0.276229,0.297723,0,0,0,0,0.004786
Divide a String Into Groups of Size k,Divide a String Into Groups of Size k,Problem,Easy,86,0,2,2,6,0.292926,0.323455,170.077841,0,0,0,0.00777
Partition Array for Maximum XOR and AND,Partition Array for Maximum XOR and AND,Problem,Hard,73,0,5,5,6,0.405238,0.441416,2136.542213,0,0,0,0.028395
Sentence Similarity III,Sentence Similarity III,Problem,Medium,81,0,3,3,6,0.417021,0.449882,1732.988657,0,0,0,0.024709
Minimum Number of Days to Disconnect Island,Minimum Number of Days to Disconnect Island,Problem,Hard,55,0,5,5,5,0.382232,0.422203,4683.559883,0,0,0,0.023459
Merge Operations to Turn Array Into a Palindrome,Merge Operations to Turn Array Into a Palindrome,Problem,Medium,81,0,3,3,6,0.378176,0.418986,511.125987,0,0,0,0.022165
Maximum Profit from Valid Topological Order in DAG,Maximum Profit from Valid Topological Order in DAG,Problem,Hard,55,0,6,6,6,0.393004,0.431779,2018.515659,0,0,0,0.026183
Detect Capital,Detect Capital,Problem,Easy,42,0,1,1,6,0.285529,0.312283,0,0,0,0,0.006146
Maximum Units on a Truck,Maximum Units on a Truck,Problem,Easy,81,0,3,3,6,0.375319,0.416412,283.91982,0,0,0,0.024421
Largest Substring Between Two Equal Characters,Largest Substring Between Two Equal Characters,Problem,Easy,73,0,2,2,6,0.311111,0.348233,245.417228,0,0,0,0.012516
Longest Uncommon Subsequence I,Longest Uncommon Subsequence I,Problem,Easy,42,0,1,1,6,0.285529,0.312283,0,0,0,0,0.006146
Minimum Cost Path with Teleportations,Minimum Cost Path with Teleportations,Problem,Hard,86,0,3,3,6,0.38009,0.420569,451.998999,0,0,0,0.023782
Count Distinct Subarrays Divisible by K in Sorted Array,Count Distinct Subarrays Divisible by K in Sorted Array,Problem,Hard,73,0,3,3,6,0.383937,0.423923,402.453258,0,0,0,0.024959
Split BST,Split BST,Problem,Medium,55,0,4,4,6,0.261643,0.273068,295.917541,0,0,0,0.004089
Longest Special Path II,Longest Special Path II,Problem,Hard,55,0,5,5,5,0.404773,0.440533,3470.396939,0,0,0,0.029312
Count the Number of K-Big Indices,Count the Number of K-Big Indices,Problem,Hard,34,0,7,7,6,0.366507,0.40942,577.710755,0,0.047619,1,0.022411
Best Sightseeing Pair,Best Sightseeing Pair,Problem,Medium,43,0,2,2,6,0.380009,0.42038,390.906154,0,0,0,0.021525
Binary Tree Level Order Traversal,Binary Tree Level Order Traversal,Problem,Medium,55,0,3,3,5,0.266868,0.28176,37.344837,0,0,0,0.0051
Odd Even Linked List,Odd Even Linked List,Problem,Medium,34,0,1,1,6,0.251157,0.255026,0,0,0,0,0.000659
Design Task Manager,Design Task Manager,Problem,Medium,34,0,4,4,6,0.294983,0.326502,224.141308,0,0,0,0.009967
Clone N-ary Tree,Clone N-ary Tree,Problem,Medium,55,0,4,4,5,0.302003,0.335941,1016.812029,0,0,0,0.012655
Partition Labels,Partition Labels,Problem,Medium,81,0,4,4,6,0.335553,0.377669,916.997096,0,0,0,0.018065
Split Strings by Separator,Split Strings by Separator,Problem,Easy,42,0,2,2,6,0.414279,0.447732,1305.8745,0,0,0,0.022763
Maximize Total Cost of Alternating Subarrays,Maximize Total Cost of Alternating Subarrays,Problem,Medium,43,0,2,2,6,0.380009,0.42038,390.906154,0,0,0,0.021525
Valid Tic-Tac-Toe State,Valid Tic-Tac-Toe State,Problem,Medium,86,0,2,2,6,0.361661,0.403633,5.907785,0,0,0,0.018873
Vertical Order Traversal of a Binary Tree,Vertical Order Traversal of a Binary Tree,Problem,Hard,55,0,6,6,5,0.321546,0.361234,2345.859294,0,0,0,0.018146
Non-overlapping Intervals,Non-overlapping Intervals,Problem,Medium,81,0,4,4,6,0.393267,0.431789,943.067363,0,0,0,0.029331
Count Substrings Without Repeating Character,Count Substrings Without Repeating Character,Problem,Medium,73,0,3,3,6,0.315394,0.353741,352.723902,0,0,0,0.013893
Design Tic-Tac-Toe,Design Tic-Tac-Toe,Problem,Medium,34,0,5,5,6,0.39005,0.429261,1068.166242,0,0,0,0.02796
Number of Good Leaf Nodes Pairs,Number of Good Leaf Nodes Pairs,Problem,Medium,55,0,3,3,5,0.265543,0.279323,13.625103,0,0,0,0.005642
Design an ATM Machine,Design an ATM Machine,Problem,Medium,34,0,3,3,6,0.377125,0.418065,539.001281,0,0,0,0.021312
Dot Product of Two Sparse Vectors,Dot Product of Two Sparse Vectors,Problem,Medium,34,0,4,4,6,0.391826,0.430702,1052.815299,0,0,0,0.026025
Number of Lines To Write String,Number of Lines To Write String,Problem,Easy,73,0,2,2,6,0.414279,0.447732,1305.8745,0,0,0,0.022763
String Matching in an Array,String Matching in an Array,Problem,Easy,42,0,3,3,6,0.414474,0.447992,1500.930245,0,0,0,0.023185
Second Day Verification,Second Day Verification,Problem,Easy,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Smallest Good Base,Smallest Good Base,Problem,Hard,76,0,2,2,6,0.33305,0.356099,185.282816,0,0,0,0.007716
Serialize and Deserialize Binary Tree,Serialize and Deserialize Binary Tree,Problem,Hard,55,0,6,6,5,0.311716,0.349074,3998.976718,0,0,0,0.014813
Maximize Amount After Two Days of Conversions,Maximize Amount After Two Days of Conversions,Problem,Medium,55,0,5,5,5,0.44266,0.467082,5760.803682,0,0,0,0.028564
Minimizing Array After Replacing Pairs With Their Product,Minimizing Array After Replacing Pairs With Their Product,Problem,Medium,81,0,3,3,6,0.389576,0.428623,709.282966,0,0,0,0.025128
Find the Maximum Factor Score of Array,Find the Maximum Factor Score of Array,Problem,Medium,76,0,3,3,6,0.38992,0.428992,957.253105,0,0,0,0.022262
Longest Duplicate Substring,Longest Duplicate Substring,Problem,Hard,42,0,6,6,6,0.352765,0.377934,758.117089,0,0,0,0.011524
Best Position for a Service Centre,Best Position for a Service Centre,Problem,Hard,76,0,4,4,6,0.390007,0.429181,1292.997848,0,0,0,0.022166
Search in a Sorted Array of Unknown Size,Search in a Sorted Array of Unknown Size,Problem,Medium,81,0,3,3,6,0.364162,0.406751,191.811923,0,0.333333,1,0.019882
Find the Original Typed String I,Find the Original Typed String I,Problem,Easy,42,0,1,1,6,0.285529,0.312283,0,0,0,0,0.006146
Longest Winning Streak,Longest Winning Streak,Problem,Hard,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Alternating Groups II,Alternating Groups II,Problem,Medium,73,0,2,2,6,0.365104,0.406963,82.6001,0,0,0,0.017993
Maximum Number of Events That Can Be Attended,Maximum Number of Events That Can Be Attended,Problem,Medium,81,0,4,4,6,0.378054,0.418963,493.046318,0,0,0,0.026201
Students and Examinations,Students and Examinations,Problem,Easy,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Find X-Sum of All K-Long Subarrays II,Find X-Sum of All K-Long Subarrays II,Problem,Hard,81,0,4,4,6,0.386165,0.425931,637.292322,0,0,0,0.026143
Basic Calculator IV,Basic Calculator IV,Problem,Hard,76,0,5,5,6,0.347792,0.390864,2574.058192,0,0,0,0.019189
Unique 3-Digit Even Numbers,Unique 3-Digit Even Numbers,Problem,Easy,76,0,4,4,6,0.389189,0.428411,1285.102493,0,0,0,0.024657
Neighboring Bitwise XOR,Neighboring Bitwise XOR,Problem,Medium,43,0,2,2,6,0.368075,0.409703,252.533543,0,0,0,0.018822
Richest Customer Wealth,Richest Customer Wealth,Problem,Easy,86,0,2,2,6,0.361661,0.403633,5.907785,0,0,0,0.018873
N-ary Tree Level Order Traversal,N-ary Tree Level Order Traversal,Problem,Medium,55,0,2,2,5,0.266828,0.281571,20.06169,0,0,0,0.003811
Parse Lisp Expression,Parse Lisp Expression,Problem,Hard,76,0,4,4,6,0.318814,0.358144,944.292143,0,0,0,0.014403
Break a Palindrome,Break a Palindrome,Problem,Medium,81,0,2,2,6,0.302625,0.337032,229.629089,0,0,0,0.009749
Maximum Bags With Full Capacity of Rocks,Maximum Bags With Full Capacity of Rocks,Problem,Medium,81,0,3,3,6,0.375319,0.416412,283.91982,0,0,0,0.024421
Convert the Temperature,Convert the Temperature,Problem,Easy,76,0,1,1,6,0.276229,0.297723,0,0,0,0,0.004786
Paint House II,Paint House II,Problem,Hard,43,0,2,2,6,0.380009,0.42038,390.906154,0,0,0,0.021525
Number of Valid Subarrays,Number of Valid Subarrays,Problem,Hard,42,0,3,3,6,0.368729,0.410388,348.79837,0,0,0,0.018727
Library Late Fee Calculator,Library Late Fee Calculator,Problem,Easy,86,0,2,2,6,0.366622,0.40831,190.424025,0,0,0,0.01824
Jump Game II,Jump Game II,Problem,Medium,43,0,3,3,6,0.389576,0.428623,709.282966,0,0,0,0.025128
Coin Path,Coin Path,Problem,Hard,73,0,2,2,6,0.380009,0.42038,390.906154,0,0,0,0.021525
Find the Lexicographically Largest String From the Box I,Find the Lexicographically Largest String From the Box I,Problem,Medium,73,0,3,3,6,0.29873,0.331732,365.579184,0,0,0,0.009277
Divide Array Into Increasing Sequences,Divide Array Into Increasing Sequences,Problem,Hard,73,0,2,2,6,0.367692,0.409325,111.600952,0,0,0,0.018323
Count Pairs of Points With Distance k,Count Pairs of Points With Distance k,Problem,Medium,43,0,3,3,6,0.387863,0.42723,690.87647,0,0,0,0.025192
Calculate Parking Fees and Duration,Calculate Parking Fees and Duration,Problem,Medium,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Length of Longest V-Shaped Diagonal Segment,Length of Longest V-Shaped Diagonal Segment,Problem,Hard,43,0,4,4,6,0.380172,0.420758,578.828823,0,0,0,0.024265
Find Sorted Submatrices With Maximum Element at Most K,Find Sorted Submatrices With Maximum Element at Most K,Problem,Hard,42,0,4,4,6,0.368806,0.410577,408.210167,0,0,0,0.020984
Numbers With Same Consecutive Differences,Numbers With Same Consecutive Differences,Problem,Medium,43,0,2,2,5,0.263795,0.276384,106.455515,0,0,0,0.002903
Lexicographically Smallest Negated Permutation that Sums to Target,Lexicographically Smallest Negated Permutation that Sums to Target,Problem,Medium,76,0,5,5,6,0.408475,0.44392,2253.669901,0,0,0,0.031153
Block Placement Queries,Block Placement Queries,Problem,Hard,34,0,4,4,6,0.364237,0.40694,113.265054,0,0.166667,1,0.020774
Find Duplicate File in System,Find Duplicate File in System,Problem,Medium,73,0,3,3,6,0.421354,0.452953,1843.749042,0,0,0,0.029132
Number of Enclaves,Number of Enclaves,Problem,Medium,55,0,5,5,5,0.382937,0.422865,1924.903885,0,0,0,0.024169
Web Crawler,Web Crawler,Problem,Medium,55,0,4,4,5,0.305613,0.340864,2051.723684,0,0,0,0.010888
Minimum Sum of Values by Dividing Array,Minimum Sum of Values by Dividing Array,Problem,Hard,34,0,6,6,6,0.389146,0.429143,1273.36385,0,0.066667,1,0.027952
Find Minimum Diameter After Merging Two Trees,Find Minimum Diameter After Merging Two Trees,Problem,Hard,55,0,4,4,5,0.271635,0.289999,210.502964,0,0,0,0.007681
Largest Divisible Subset,Largest Divisible Subset,Problem,Medium,76,0,4,4,6,0.409376,0.444416,2001.845316,0,0,0,0.030513
Partitioning Into Minimum Number Of Deci-Binary Numbers,Partitioning Into Minimum Number Of Deci-Binary Numbers,Problem,Medium,42,0,2,2,6,0.302625,0.337032,229.629089,0,0,0,0.009749
Minimum ASCII Delete Sum for Two Strings,Minimum ASCII Delete Sum for Two Strings,Problem,Medium,42,0,2,2,6,0.311276,0.348512,451.059561,0,0,0,0.011056
Maximum Number of People That Can Be Caught in Tag,Maximum Number of People That Can Be Caught in Tag,Problem,Medium,81,0,3,3,6,0.378176,0.418986,511.125987,0,0,0,0.022165
Course Schedule III,Course Schedule III,Problem,Hard,81,0,4,4,6,0.378054,0.418963,493.046318,0,0,0,0.026201
Iterator for Combination,Iterator for Combination,Problem,Medium,34,0,4,4,6,0.294,0.325118,887.987579,0,0,0,0.008436
Distinct Echo Substrings,Distinct Echo Substrings,Problem,Hard,42,0,4,4,6,0.286783,0.314517,115.67891,0,0,0,0.007637
Count Fertile Pyramids in a Land,Count Fertile Pyramids in a Land,Problem,Hard,86,0,3,3,6,0.38009,0.420569,451.998999,0,0,0,0.023782
Type of Triangle,Type of Triangle,Problem,Easy,81,0,3,3,6,0.394763,0.43296,1162.172865,0,0,0,0.025604
Monthly Transactions I,Monthly Transactions I,Problem,Medium,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Not Boring Movies,Not Boring Movies,Problem,Easy,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Find the Highest Altitude,Find the Highest Altitude,Problem,Easy,73,0,2,2,6,0.364312,0.406184,60.349498,0,0,0,0.018589
Recover Binary Search Tree,Recover Binary Search Tree,Problem,Medium,55,0,4,4,5,0.265583,0.279512,26.676971,0,0,0,0.006077
Partition String Into Minimum Beautiful Substrings,Partition String Into Minimum Beautiful Substrings,Problem,Medium,43,0,4,4,6,0.342192,0.384897,1291.044885,0,0,0,0.018396
Maximum Value at a Given Index in a Bounded Array,Maximum Value at a Given Index in a Bounded Array,Problem,Medium,81,0,3,3,6,0.347484,0.374759,436.838988,0,0,0,0.011319
Add Two Promises,Add Two Promises,Problem,Easy,7,0,0,0,0,0,0,0,8,0,0,0
Minimum Number of Coins to be Added,Minimum Number of Coins to be Added,Problem,Medium,81,0,3,3,6,0.375319,0.416412,283.91982,0,0,0,0.024421
Maximum Balanced Shipments,Maximum Balanced Shipments,Problem,Medium,42,0,5,5,6,0.396093,0.434151,1326.576102,0,0,0,0.027239
Maximize Score After Pair Deletions,Maximize Score After Pair Deletions,Problem,Medium,73,0,2,2,6,0.371721,0.413034,181.852162,0,0,0,0.020219
Minimum Rounds to Complete All Tasks,Minimum Rounds to Complete All Tasks,Problem,Medium,73,0,4,4,6,0.392,0.430749,736.788177,0,0,0,0.028296
Longest Binary Subsequence Less Than or Equal to K,Longest Binary Subsequence Less Than or Equal to K,Problem,Medium,43,0,4,4,6,0.329043,0.370399,950.996588,0,0,0,0.015141
Find Students Who Improved,Find Students Who Improved,Problem,Medium,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Most Profitable Path in a Tree,Most Profitable Path in a Tree,Problem,Medium,55,0,5,5,5,0.387437,0.426644,3251.975475,0,0,0,0.024297
Ant on the Boundary,Ant on the Boundary,Problem,Easy,86,0,3,3,6,0.369424,0.41105,285.418839,0,0,0,0.020213
Maximum Product Difference Between Two Pairs,Maximum Product Difference Between Two Pairs,Problem,Easy,73,0,2,2,6,0.366507,0.408239,68.901858,0,0,0,0.020819
Merge Overlapping Events in the Same Hall,Merge Overlapping Events in the Same Hall,Problem,Hard,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Minimum Number of Flips to Make the Binary String Alternating,Minimum Number of Flips to Make the Binary String Alternating,Problem,Medium,73,0,3,3,6,0.316924,0.355787,595.447551,0,0,0,0.012433
Maximize Sum of Squares of Digits,Maximize Sum of Squares of Digits,Problem,Medium,76,0,2,2,6,0.294147,0.325161,211.150742,0,0,0,0.008388
Minimum String Length After Balanced Removals,Minimum String Length After Balanced Removals,Problem,Medium,42,0,3,3,6,0.296321,0.328397,246.169584,0,0,0,0.009254
Lexicographically Smallest Palindromic Permutation Greater Than Target,Lexicographically Smallest Palindromic Permutation Greater Than Target,Problem,Hard,73,0,3,3,6,0.29873,0.331732,365.579184,0,0,0,0.009277
Maximum Students Taking Exam,Maximum Students Taking Exam,Problem,Hard,43,0,5,5,6,0.385827,0.425718,919.759251,0,0,0,0.02659
Average Time of Process per Machine,Average Time of Process per Machine,Problem,Easy,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Class Performance,Class Performance,Problem,Medium,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Increasing Order Search Tree,Increasing Order Search Tree,Problem,Easy,55,0,5,5,5,0.272012,0.290689,426.547298,0,0,0,0.007477
Move Pieces to Obtain a String,Move Pieces to Obtain a String,Problem,Medium,81,0,2,2,6,0.293511,0.324206,161.457078,0,0,0,0.008093
Maximize Distance to Closest Person,Maximize Distance to Closest Person,Problem,Medium,73,0,1,1,6,0.361587,0.403444,0,0,0,0,0.016616
Parallel Courses,Parallel Courses,Problem,Medium,55,0,2,2,6,0.255912,0.263053,2.252448,0,0,0,0.001849
All Valid Triplets That Can Represent a Country,All Valid Triplets That Can Represent a Country,Problem,Easy,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Largest Number After Digit Swaps by Parity,Largest Number After Digit Swaps by Parity,Problem,Easy,81,0,2,2,6,0.275625,0.296603,27.268412,0,0,0,0.005982
Longest Increasing Subsequence II,Longest Increasing Subsequence II,Problem,Hard,34,0,7,7,6,0.383145,0.42371,1072.968573,0,0,0,0.024301
Maximum Height by Stacking Cuboids,Maximum Height by Stacking Cuboids,Problem,Hard,43,0,3,3,6,0.385111,0.424891,591.524751,0,0,0,0.025728
Find the Divisibility Array of a String,Find the Divisibility Array of a String,Problem,Medium,42,0,3,3,6,0.441718,0.466785,2973.329013,0,0,0,0.027548
The Number of Employees Which Report to Each Employee,The Number of Employees Which Report to Each Employee,Problem,Easy,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Valid Sudoku,Valid Sudoku,Problem,Medium,86,0,3,3,6,0.381984,0.422222,350.428512,0,0,0,0.025243
Total Cost to Hire K Workers,Total Cost to Hire K Workers,Problem,Medium,81,0,4,4,6,0.377568,0.418561,757.606677,0,0,0,0.021966
Warehouse Manager,Warehouse Manager,Problem,Easy,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Exchange Seats,Exchange Seats,Problem,Medium,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Number of Changing Keys,Number of Changing Keys,Problem,Easy,42,0,1,1,6,0.285529,0.312283,0,0,0,0,0.006146
Maximum Product of Splitted Binary Tree,Maximum Product of Splitted Binary Tree,Problem,Medium,55,0,3,3,5,0.265543,0.279323,13.625103,0,0,0,0.005642
Display Table of Food Orders in a Restaurant,Display Table of Food Orders in a Restaurant,Problem,Medium,34,0,5,5,6,0.424447,0.455385,2546.147654,0,0,0,0.034059
Path Existence Queries in a Graph II,Path Existence Queries in a Graph II,Problem,Hard,43,0,8,8,6,0.413696,0.448408,3969.915722,0,0.035714,1,0.037808
Find Occurrences of an Element in an Array,Find Occurrences of an Element in an Array,Problem,Medium,73,0,2,2,6,0.381901,0.422033,292.457314,0,0,0,0.022986
Number of Students Doing Homework at a Given Time,Number of Students Doing Homework at a Given Time,Problem,Easy,73,0,1,1,6,0.361587,0.403444,0,0,0,0,0.016616
Generate Parentheses,Generate Parentheses,Problem,Medium,43,0,3,3,6,0.3136,0.351606,681.219367,0,0,0,0.012026
Split Array Into Maximum Number of Subarrays,Split Array Into Maximum Number of Subarrays,Problem,Medium,73,0,3,3,6,0.378176,0.418939,530.230535,0,0,0,0.022425
Find All Numbers Disappeared in an Array,Find All Numbers Disappeared in an Array,Problem,Easy,73,0,2,2,6,0.381901,0.422033,292.457314,0,0,0,0.022986
Find All K-Distant Indices in an Array,Find All K-Distant Indices in an Array,Problem,Easy,81,0,2,2,6,0.368652,0.410294,265.65708,0,0,0,0.018562
Logger Rate Limiter,Logger Rate Limiter,Problem,Easy,34,0,3,3,6,0.285761,0.312873,126.310331,0,0,0,0.007792
Rotate Image,Rotate Image,Problem,Medium,86,0,3,3,6,0.38992,0.428992,997.834739,0,0,0,0.023658
Unique Binary Search Trees II,Unique Binary Search Trees II,Problem,Medium,55,0,5,5,6,0.289323,0.318561,1259.384029,0,0,0,0.009482
Cycle Length Queries in a Tree,Cycle Length Queries in a Tree,Problem,Hard,55,0,3,3,6,0.376722,0.417616,1816.803975,0,0,0,0.019784
Construct Product Matrix,Construct Product Matrix,Problem,Medium,86,0,3,3,6,0.364388,0.406373,76.021722,0,0,0,0.020846
Minimum Subsequence in Non-Increasing Order,Minimum Subsequence in Non-Increasing Order,Problem,Easy,81,0,3,3,6,0.375319,0.416412,283.91982,0,0,0,0.024421
Total Waviness of Numbers in Range II,Total Waviness of Numbers in Range II,Problem,Hard,43,0,2,2,6,0.300819,0.334651,317.049557,0,0,0,0.009695
Maximum Weighted K-Edge Path,Maximum Weighted K-Edge Path,Problem,Medium,73,0,3,3,6,0.320087,0.359519,753.440296,0,0,0,0.012674
Maximum Average Subtree,Maximum Average Subtree,Problem,Medium,55,0,3,3,5,0.265543,0.279323,13.625103,0,0,0,0.005642
Hopper Company Queries I,Hopper Company Queries I,Problem,Hard,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Arithmetic Slices II - Subsequence,Arithmetic Slices II - Subsequence,Problem,Hard,43,0,2,2,6,0.380009,0.42038,390.906154,0,0,0,0.021525
Leetcodify Similar Friends,Leetcodify Similar Friends,Problem,Hard,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
